Date,Open,High,Low,Close,Volume
2020-03-17,468.49050072051966,474.19426900063905,448.78462201274766,450.9319152832031,45445979
2020-03-18,458.6711544738802,463.41311163950786,429.9063628131876,433.2615051269531,44730415
2020-03-19,411.60959642106957,432.5904563115507,399.128442171934,410.53594970703125,61404010
2020-03-20,420.2882223245293,462.9657149231966,416.03836966442924,455.3830871582031,63360475
2020-03-23,409.86489349215907,424.98544483853334,391.72473514239124,395.4825134277344,40670949
2020-03-24,416.03838849257653,433.9325104811008,400.73893016882965,422.0329284667969,45734887
2020-03-25,431.15893082862937,515.1494403179707,430.91289363718744,484.14788818359375,73130298
2020-03-26,490.209558827126,499.64870950698065,466.29852893357656,476.9678955078125,45744488
2020-03-27,489.8516259919914,495.3540612398386,468.02079126607595,476.6994323730469,41657940
2020-03-30,465.51562917935905,480.81508630927294,456.30014975804846,460.9749755859375,30229866
2020-03-31,480.4348787671312,505.41952430798887,468.8260681247117,498.2395324707031,44292810
2020-04-01,502.04201634176945,503.09329603601816,467.5734864710347,483.3426818847656,41597459
2020-04-03,507.49975757793965,507.49975757793965,472.53909292167856,482.0006103515625,41367807
2020-04-07,493.02792725045947,543.0867222762461,492.0884825342907,539.5526733398438,54373624
2020-04-08,527.8766166035285,549.7969487728319,518.929571501776,533.3119506835938,49880330
2020-04-09,543.0866484415843,551.4968858405396,533.6922622821191,545.7484130859375,33032857
2020-04-13,538.590786977077,543.534047096568,527.8766572382242,531.969970703125,23673784
2020-04-15,535.50397581859,552.9283884903713,511.32454531609477,514.388916015625,35321842
2020-04-16,514.3889290016788,531.2094028193618,512.2192985890305,522.53076171875,37455706
2020-04-17,543.9813981126731,550.2443422338717,533.5356723756136,547.5601806640625,33269335
2020-04-20,548.4548889228998,562.3227974116861,537.7184224485133,556.4177856445312,36030932
2020-04-21,541.2972622124873,560.0860954670951,520.719067459836,553.5324096679688,61371628
2020-04-22,590.506045286382,619.5392672425052,581.5590002828025,610.0106201171875,142683366
2020-04-23,611.6883400063555,619.964375961398,605.4029986108286,613.2764282226562,65464502
2020-04-24,603.9937855419026,668.7705176942633,602.6741016877038,633.8993530273438,134986308
2020-04-27,641.5043146604703,659.8458058753123,636.5834515375906,639.6030883789062,58482901
2020-04-28,648.6620459031445,651.1000807620374,622.7826591494636,638.8873901367188,78453401
2020-04-29,646.3804914740855,650.294808910519,635.2413590168171,638.3504638671875,37494672
2020-04-30,650.4291011653437,668.7705945819996,643.3162098274911,655.8197021484375,71345899
2020-05-04,644.1884921115068,655.3722993617022,634.100638844068,642.0411987304688,53456868
2020-05-05,650.3171635725639,661.6351717003255,647.4093321949724,653.4262084960938,44903763
2020-05-06,654.9249553114857,664.2970042488814,646.6489200756587,653.4710693359375,40489094
2020-05-07,650.8987159981552,677.1359713581347,646.4251935136327,674.138671875,50026966
2020-05-08,691.1605902433332,706.7731874423821,687.6264818225529,698.6761474609375,84262770
2020-05-11,706.817841580586,722.475230772329,703.3732613494101,705.3863525390625,67085063
2020-05-12,700.0181429966896,701.6062908611085,655.372320874391,661.7470703125,100683202
2020-05-13,689.5834112989287,689.5834112989287,656.6170544616783,675.7872314453125,66430125
2020-05-14,663.3909205122524,675.9000855316069,645.8013667337839,648.4657592773438,49266771
2020-05-15,652.1011647623593,662.352366946693,639.0501134333077,659.0557250976562,62152260
2020-05-18,663.842565100716,669.2616544401022,644.875632962838,650.6334228515625,62796089
2020-05-19,657.9718098763932,660.0943173105137,633.6986696085636,636.2501220703125,42315854
2020-05-20,636.7469852193168,653.3882265487033,629.0698717548398,647.4497680664062,55320985
2020-05-21,648.0367074472184,659.9813507786306,643.5207801115246,650.8591918945312,39167981
2020-05-22,655.6235549779989,658.4234038155449,644.1982199074185,646.478759765625,37828973
2020-05-26,653.9752489639468,654.6752261523151,639.5919719683144,643.0918579101562,33216635
2020-05-27,646.2303793438942,656.61703698639,637.6501047337907,652.8010864257812,35667956
2020-05-28,657.0685886567666,668.2455271815335,654.359044090917,664.8585815429688,40126278
2020-05-29,662.9393134152917,664.7456963541632,656.007389810822,661.3135986328125,40022527
2020-06-01,668.358459270055,694.7089545568629,666.5295002853659,686.5802612304688,39943702
2020-06-02,689.1317954741431,695.4541060723005,686.7834677262479,693.51220703125,22153960
2020-06-03,697.712053268636,704.4859445214847,692.4509368094127,696.19921875,25381289
2020-06-04,697.2604077785676,717.8079613810611,695.905665372641,713.427490234375,34202350
2020-06-05,720.2916470274907,730.6783035409757,710.6726957536978,714.2854614257812,33076685
2020-06-08,730.8590266524802,730.8590266524802,706.7439184964705,708.7760620117188,31414953
2020-06-09,704.6214390965813,714.8726404733965,692.29294201313,694.1670532226562,25857161
2020-06-10,696.8540614537437,713.3146942802665,695.4767428311673,709.972900390625,22132647
2020-06-11,707.1954823716251,708.0760679196416,691.3897362648564,694.4154052734375,20385805
2020-06-12,677.3903578499011,719.3885695925972,676.0355556331963,717.4918823242188,38548899
2020-06-15,706.7439674657269,734.7201801016447,704.9827364804711,729.1204223632812,53107403
2020-06-16,741.9683047604242,744.4746053701579,715.9112952066059,730.54296875,51187003
2020-06-17,726.2752912652263,738.5586354119855,723.4980185831051,729.4816284179688,41782053
2020-06-18,725.7108570793259,751.9032611106536,725.0786081018418,747.7937622070312,40471557
2020-06-19,754.1612552518901,807.8105634275437,750.5485488531187,794.5337524414062,105804173
2020-06-22,800.8560305108304,814.7650899304879,783.5148135515716,788.5501098632812,60198705
2020-06-23,790.2887548472605,796.4981855618333,774.9797401799827,777.1473999023438,37962078
2020-06-24,783.9212919679801,800.539956785878,772.9927488541816,780.2859497070312,51586221
2020-06-25,779.9020403666149,789.8371168459703,773.6023058840819,775.7925415039062,39679374
2020-06-26,780.7150021666101,791.191964274281,775.3861571652835,786.5179443359375,30921913
2020-06-29,780.3763250508288,785.6599583746296,774.7314151012546,778.1635131835938,25621946
2020-06-30,784.4179786955026,786.2243018289918,765.6993848508981,769.560546875,30276420
2020-07-01,776.7408788298266,789.8370801059237,771.3443062214384,784.6889038085938,28464103
2020-07-02,790.3306639056832,801.485081567038,786.725864305351,798.1976928710938,28789533
2020-07-03,807.0169546549783,813.0023064997346,801.6664846343106,810.6897583007812,29434266
2020-07-06,818.4434059167284,842.4752438841282,812.5941218966552,839.6640014648438,47016185
2020-07-07,843.3821557977242,845.3545651080822,819.0329064848479,826.8092041015625,35189589
2020-07-08,827.0812567649883,832.0236438535034,811.6419416064408,815.2694091796875,26204095
2020-07-09,820.257139626406,832.0463193953086,809.9415548565688,827.1719360351562,36418942
2020-07-10,829.0991372532924,854.5366284923592,827.1720037016764,851.566650390625,43759967
2020-07-13,863.0383906975433,883.1480789947044,861.519399808991,877.3895263671875,69608392
2020-07-14,876.9360759259316,880.4274760561808,855.7608159923657,869.2277221679688,67331128
2020-07-15,878.7270634112394,897.2497559791088,815.2694086530637,836.127197265625,139669773
2020-07-16,837.4874939607755,847.4629995747565,821.8214399496038,835.8551635742188,60961724
2020-07-17,836.5807150882681,870.5880602549773,833.4066658222266,866.8245849609375,49726765
2020-07-20,869.5904907729887,876.0292010321696,861.3607145700907,870.5426635742188,36592938
2020-07-21,879.2031842537095,896.4335647635958,878.0696081666921,893.9623413085938,42173371
2020-07-22,899.154121537288,911.396779069445,889.0426086044159,908.6762084960938,59771457
2020-07-23,908.6535486923683,943.0009721388485,902.9403320698102,933.0708618164062,58333751
2020-07-24,933.161502678431,980.771759562493,933.0708309814001,973.1314697265625,120597372
2020-07-27,987.9361194684092,997.0047292904097,964.8564523008031,977.6885375976562,80304827
2020-07-28,977.688488793748,994.8281988813131,975.1719293046234,987.437255859375,55114422
2020-07-29,987.5278965951661,989.7496529141752,938.8066737106664,950.6865844726562,72663399
2020-07-30,951.7522051350378,970.2068340349582,939.5095470108182,956.218505859375,72857444
2020-07-31,958.7804523943249,965.3551702803413,930.803734578172,937.2877807617188,74958061
2020-08-03,930.1235431581412,932.7081063612384,908.2681255398212,910.9434204101562,46715383
2020-08-04,916.2032692730761,982.5855710982528,906.9759241686489,975.1492919921875,92041055
2020-08-05,983.4924986180241,995.7350980442939,960.5035028675138,964.198974609375,74549993
2020-08-06,978.0512526670176,982.9029683593162,955.7424156591269,967.6676635742188,49322975
2020-08-07,965.7178986420788,978.41397565965,961.3649973579197,973.2675170898438,32984416
2020-08-10,979.0034370833714,981.6786719644749,955.8784359553779,961.2062377929688,26958997
2020-08-11,967.9850346750636,979.4115277857607,952.3643158271037,967.5316162109375,46828306
2020-08-12,961.7276301780031,972.6100326976989,955.2889203298892,964.7202758789062,30264617
2020-08-13,964.901699164418,969.8440862641454,956.7399270901238,962.2037963867188,24830322
2020-08-14,962.4304379520207,978.0511558971539,947.3312021833393,958.4629516601562,33224635
2020-08-17,954.4728728160779,954.4728728160779,938.6481413156387,948.2835693359375,30979066
2020-08-18,945.4041850307872,967.7583570068861,944.2026051100721,960.6168212890625,30547672
2020-08-19,970.7963711289713,976.6909912734272,961.8864371354927,966.5114135742188,34087543
2020-08-20,961.2742374165047,963.0426353692126,946.7644269706007,950.8679809570312,22537845
2020-08-21,960.3674398053548,962.1811736813316,941.7767425366628,943.9758911132812,25280895
2020-08-24,948.3061551600297,954.2460509640609,938.8294034471639,950.278564453125,32717218
2020-08-25,954.9262408658594,957.3294607463159,942.2301636663344,944.0892333984375,19388008
2020-08-26,945.404283537281,973.9477614578251,928.1739003325987,969.1187133789062,59870421
2020-08-27,973.9703924276448,974.8772893855145,953.6793600760861,957.0120849609375,28085062
2020-08-28,961.2741733617809,967.1234569866326,955.0395350457942,959.5285034179688,27166900
2020-08-31,985.7595929976718,985.7595929976718,934.2271229260566,943.4544677734375,62076132
2020-09-01,952.2057203430994,962.362570645799,935.1566809280985,946.4244995117188,38616258
2020-09-02,948.5782147606872,969.4360647157956,945.4042254030269,964.992431640625,26949439
2020-09-03,964.9016778588206,969.7760610777761,953.5659168770757,957.692138671875,18586429
2020-09-04,944.7467752348789,950.8227390952824,939.6003163077191,941.89013671875,28475945
2020-09-07,944.950776960414,954.8128835439741,926.9268380792043,944.338623046875,21926473
2020-09-08,948.578195976428,961.7276915670202,943.3637335909106,955.425048828125,27397082
2020-09-09,945.4041824088742,982.948262646231,943.7944599093832,980.0236206054688,55310877
2020-09-10,989.8858259136236,1063.2737150092375,986.3716977544623,1049.239990234375,140304404
2020-09-11,1048.3331597240744,1060.0542764084548,1037.042733630043,1051.84716796875,59470807
2020-09-14,1054.2277957192978,1070.0978626809967,1034.7301409572988,1044.0482177734375,44063445
2020-09-15,1048.3104335818653,1054.5677402462597,1037.5187024549093,1051.4390869140625,27178393
2020-09-16,1051.9602968564543,1074.3371332294498,1047.6754600565869,1054.0234375,33952295
2020-09-17,1051.960379773106,1058.1724701146538,1039.19630018031,1042.3250732421875,25828669
2020-09-18,1049.35337764639,1051.711201831605,1032.2590023834325,1045.4765625,33074915
2020-09-21,1042.8918823662696,1059.2154272970997,1019.0187188937507,1022.8729858398438,33627381
2020-09-22,1032.4629482711289,1032.4629482711289,998.2515919553894,1002.6045532226562,34792254
2020-09-23,1024.7546312020859,1032.3495853551422,999.95196363165,1011.514404296875,42988708
2020-09-24,1001.1308828752752,1009.3379310241465,986.6890759494188,989.0242919921875,29826318
2020-09-25,992.5610883137335,1003.3527603033637,982.7216491326262,998.3196411132812,28374935
2020-09-28,1009.7914367963479,1014.7792199657465,1000.7454952765087,1004.9170532226562,19666849
2020-09-29,1008.8845531281477,1026.5682927534233,1004.9170066954657,1017.975830078125,25842539
2020-09-30,1024.7546512095244,1027.928640481229,1008.8845849148897,1013.1242065429688,24465159
2020-10-01,1026.4777157574597,1026.4777157574597,1003.8968628083494,1008.9979858398438,20783227
2020-10-05,1017.4997065200467,1019.8348626021702,1000.2693849664739,1003.0806274414062,18922799
2020-10-06,1008.9979425426255,1012.9200933518428,998.296942586189,1002.2418212890625,18412175
2020-10-07,1013.4188487180892,1046.9727737786616,1006.6173920088511,1023.62109375,53170865
2020-10-08,1024.301155767066,1028.3821018510423,1007.5695886566497,1015.3458862304688,21077808
2020-10-09,1013.4188900706193,1021.5806624419674,1005.3024535496829,1012.716064453125,18545499
2020-10-12,1013.4188838080661,1022.8275119437076,1009.4513972409951,1014.348388671875,14226473
2020-10-13,1011.423767661742,1036.4305673579886,1009.2699549272937,1034.1407470703125,23112012
2020-10-14,1033.324638008591,1044.7057362892785,1028.6088696874467,1037.22412109375,26742011
2020-10-15,1038.3575863716283,1038.3575863716283,995.2816312959982,1000.49609375,20036197
2020-10-16,1004.3502142447803,1012.2851869024872,985.1473645281419,986.57568359375,21583600
2020-10-19,993.0371147391401,1010.5622392043457,977.2123844835455,986.757080078125,31200385
2020-10-20,988.0267509433463,994.3747895538761,975.8974318290545,977.552490234375,18482288
2020-10-21,983.0390454596967,993.9213889927784,951.1854522370077,963.360107421875,34082321
2020-10-22,964.629675395071,966.9421636132013,948.1247869738381,955.3569946289062,30802210
2020-10-23,954.9262685377893,968.075764596618,950.573367065108,958.1229858398438,23422125
2020-10-26,953.0898169372152,953.0898169372152,915.2509933655792,920.057373046875,37324416
2020-10-27,922.6872638083931,934.0003573150689,909.129685940206,922.5059204101562,36478896
2020-10-28,925.8159723353803,933.0255722059666,910.2179804673768,912.0543823242188,29924017
2020-10-29,905.5022964499229,925.906728755729,902.7817254651688,919.0598754882812,30655304
2020-10-30,922.0524364064571,936.3809035347286,916.7473024873174,931.5745239257812,34021563
2020-11-02,919.105110257612,919.105110257612,842.9967150587656,851.2944946289062,99366895
2020-11-03,856.9851117444604,865.6003029117848,832.0917710410919,839.0292358398438,88691623
2020-11-04,832.9532636853438,874.6689636295238,832.9532636853438,867.5046997070312,80180117
2020-11-05,886.4354009237527,889.1559715685411,876.029144746573,886.4580688476562,37205373
2020-11-06,902.3282736472202,924.9997976298749,896.9550756882459,920.080078125,66674086
2020-11-09,935.0205053076455,938.1491583754546,923.1859307154127,929.8513793945312,35838510
2020-11-10,941.776798653631,947.6714191097801,925.5439844404845,945.2001953125,36934242
2020-11-11,947.2179220787752,949.9384928452779,896.9323689240059,905.5928955078125,56724780
2020-11-12,898.2473016530297,910.6939707303043,890.9923666961812,897.7938232421875,40046527
2020-11-13,898.7007816340105,923.4807818666762,898.5874420075651,905.2301635742188,45388670
2020-11-14,913.6186721505104,913.8000155522184,904.7540741586882,907.9053955078125,5226220
2020-11-17,945.4041769988106,945.4041769988106,900.0610116001939,903.8018188476562,46542562
2020-11-18,903.8018936710494,909.80991365708,888.7706596628595,901.0586547851562,30402290
2020-11-19,901.0586339089177,911.6008986042735,892.4434427638029,894.6879272460938,27796343
2020-11-20,895.5267495451352,899.5169641211087,859.2522514859126,861.292724609375,57471248
2020-11-23,884.6443083205546,893.2594984083482,873.4218872864003,884.50830078125,45327567
2020-11-24,890.5390386169317,895.0733434410346,876.0292271989675,890.5617065429688,30936268
2020-11-25,897.7938413094128,903.6657931642695,880.654192057057,883.193359375,32637879
2020-11-26,885.5738832910803,890.9923565552566,875.1449593853476,885.3698120117188,25838637
2020-11-27,879.8833317328676,886.956863707273,871.2228051404243,875.0316162109375,47336811
2020-12-01,879.8153351253683,891.5592393178523,875.1450229329691,886.4127807617188,19750687
2020-12-02,888.0451500921909,889.6322047606417,877.3895457117752,887.886474609375,22188887
2020-12-03,894.1665064634373,898.2927286508155,888.1131507545629,890.5617065429688,27785372
2020-12-04,892.806192431299,892.806192431299,879.6566964271353,882.7173461914062,18464552
2020-12-07,879.9286890581647,890.9923750186222,879.9286890581647,887.9090576171875,18242188
2020-12-08,889.2467387240156,913.3239128258733,884.1909519390108,904.028564453125,43403061
2020-12-09,911.3742252800819,922.1885651259229,906.5225094998519,919.08251953125,29175254
2020-12-10,916.6566737897788,919.7853272816659,907.3159891974719,910.0365600585938,16065507
2020-12-11,912.7571538037538,924.0929759507371,895.1866924423914,909.4924926757812,26944202
2020-12-14,910.4672819578382,913.6639990942831,900.6731791916262,902.9176635742188,17312747
2020-12-15,902.1921882018914,902.1921882018914,889.2240359631435,895.2320556640625,18551265
2020-12-16,901.4213476389596,904.5727289498443,891.3098338764274,896.2295532226562,18561011
2020-12-17,899.834253545871,909.1296010388166,896.5015292020082,900.3330078125,20252358
2020-12-18,897.8392714360722,909.0843613071538,890.9924186751066,903.031005859375,18466344
2020-12-21,911.3968279822237,916.8379694209409,841.2283275836958,879.5205688476562,44135540
2020-12-22,883.7375484737753,888.2265172786522,856.2822534289644,878.1603393554688,28140001
2020-12-23,875.1223093610237,884.8484079017386,870.8826879671385,881.40234375,19501410
2020-12-24,882.8306298588741,906.3183777688924,882.3318755488342,904.2099609375,20776988
2020-12-28,909.9004843884214,915.0242747672096,904.7313581616152,908.3588256835938,17221499
2020-12-29,910.943413813905,912.4397367118075,898.9501027379986,902.3508911132812,18611939
2020-12-30,904.7087428928894,910.1272165991579,895.7761410801606,904.8220825195312,22043630
2020-12-31,903.9151605691493,912.2582756026694,897.1590400316046,900.197021484375,18781189
2021-01-01,901.4213814086115,905.5022677403856,898.7008105101149,901.1947021484375,10015175
2021-01-04,904.6406964491767,906.3636985650919,892.3527025549105,902.713623046875,24513534
2021-01-05,892.806069337439,899.4261822629604,886.9114498823324,891.4911499023438,24123091
2021-01-06,891.4005200596658,891.4458559107388,863.8546128646693,867.9808349609375,46401468
2021-01-07,870.814757093236,881.9238397966232,863.8546244352824,866.5751953125,32325918
2021-01-08,869.6811807226603,878.9311936650147,867.0059456976594,876.800048828125,27540187
2021-01-11,879.112567394744,879.112567394744,858.1187091356401,860.2725219726562,33307825
2021-01-12,862.8796506283604,888.725221692781,861.4739994731104,887.3876342773438,41161546
2021-01-13,890.3349713085404,895.5040980209848,869.8852636562669,879.112548828125,26619458
2021-01-14,881.923903755241,891.8540751309218,879.226000608207,888.9974365234375,21553242
2021-01-15,888.9973558240713,894.9826476255291,870.6107298685408,878.5004272460938,20593268
2021-01-18,883.7827782460269,905.502126121208,872.1069391633401,899.5848388671875,35100458
2021-01-19,904.4366011613523,920.918820254768,904.4366011613523,914.2987670898438,32006615
2021-01-20,916.5659852036083,933.1615451092317,907.4973158868203,931.6652221679688,30924537
2021-01-21,944.0438358240183,961.2742166156673,940.869846715687,951.9335327148438,39087742
2021-01-22,957.1933717044934,959.165840987856,922.8006124178714,929.3527221679688,30532660
2021-01-25,922.7099125187834,922.7099125187834,876.0291603627637,880.1100463867188,54207104
2021-01-27,872.8552326609131,872.8552326609131,856.0782689298538,859.2522583007812,42370131
2021-01-28,852.5188051471522,872.0844035148573,847.9164965706553,850.886474609375,34067814
2021-01-29,858.9347248586931,867.4592430478045,829.7790987970316,835.1976318359375,43712383
2021-02-01,843.110096652801,863.7865428347654,837.9409701152957,859.3883056640625,34180952
2021-02-02,867.9808262438378,879.6566667876373,841.0923491274965,873.2179565429688,41470034
2021-02-03,874.3515418529886,885.0978176672972,861.5193971120666,875.4171142578125,30301696
2021-02-04,872.4017132446297,879.656648554206,863.7865225405493,872.5377807617188,25626981
2021-02-05,875.1450294447208,881.7651430554548,870.5880568440388,872.2883911132812,20248046
2021-02-08,876.5052740367894,892.8061507159327,874.691600163488,884.8484497070312,21183400
2021-02-09,889.6094511080538,902.1467919882851,885.2338221725119,886.9794921875,19604141
2021-02-10,885.8913333557456,899.9476653520371,873.8980223594517,895.2092895507812,21234156
2021-02-11,897.793837177367,935.9727980522624,894.2797692311354,932.1185913085938,42539278
2021-02-12,932.027983547643,942.2301692248576,913.8453687465834,925.7252807617188,30497029
2021-02-15,928.6498762091927,934.6578356915304,918.1982839074868,921.6443481445312,15791099
2021-02-16,924.8863449010564,942.8648864073879,922.7325323956649,933.8416137695312,21421660
2021-02-17,934.0683329596526,950.3692089797069,929.8061035808391,944.6106567382812,23742994
2021-02-18,945.4041756996926,956.014443525895,933.6602717704307,937.559814453125,18646877
2021-02-19,932.708199212136,954.4502194028357,931.0304727699604,943.2731323242188,23403483
2021-02-22,943.1370313830363,947.6260001116775,904.5727145749872,910.5352783203125,23804335
2021-02-23,928.6272336757321,930.8490501461664,913.0291825324456,917.4954833984375,25644108
2021-02-24,920.4654582700598,936.4489240552962,918.7197282010852,934.5218505859375,10807663
2021-02-25,941.3233367992898,975.7841010050624,939.9630213818829,972.3153686523438,34855693
2021-02-26,959.9139702500598,967.576928004242,938.9200542247918,945.7669067382812,37481215
2021-03-01,956.8306484903325,957.6468737146039,935.2019693603648,952.9765014648438,17680764
2021-03-02,962.1812052733643,965.8086131763628,947.2633111177078,954.92626953125,17150760
2021-03-03,961.750393670414,1006.572077071357,955.4703590572257,998.5009765625,31924461
2021-03-04,988.4801874020635,992.9918242849485,978.3686732860034,986.5984497070312,21435754
2021-03-05,977.5978286714029,1002.9673152550806,976.260181188279,987.8906860351562,25511666
2021-03-08,983.2657240329895,1012.0132716669716,983.039044773577,993.5133056640625,19506841
2021-03-09,997.548696502313,1003.8060628939456,973.3355160603489,993.490478515625,15154484
2021-03-10,1000.7227465962088,1004.3955499162571,984.0591241137868,989.3642578125,11519358
2021-03-12,995.2816784252693,1000.4508052727284,963.0427293609322,969.2547607421875,16864952
2021-03-15,970.3655452396614,974.378367439583,943.3636702802955,956.2411499023438,16698099
2021-03-16,958.553685547253,963.9948870594851,950.165234013291,952.4777221679688,13873801
2021-03-17,951.3215496881085,953.5660342368161,922.7780124697341,931.9600219726562,19210236
2021-03-18,939.9176595322679,945.3135252330827,907.3159659802869,910.98876953125,20647480
2021-03-19,902.7816639429236,950.3239190123003,899.0635245309819,944.0438842773438,41787429
2021-03-22,939.0561589834671,940.4164143959771,921.9164490477823,935.1566162109375,18572478
2021-03-23,934.9525516306611,956.6038970524451,932.2546489163942,946.5377197265625,17421165
2021-03-24,943.0235744782575,943.0235744782575,925.181100240172,928.3097534179688,16822814
2021-03-25,931.3477251906348,931.3477251906348,900.0609538666973,902.985595703125,22001648
2021-03-26,912.3036747318539,913.0745041101142,894.937285828174,904.4366455078125,20180202
2021-03-30,910.4899757979094,929.035337372419,903.0310289019577,920.1480712890625,20441701
2021-03-31,915.0242469485529,929.4886608125947,906.4089968537622,908.26806640625,16250796
2021-04-01,915.0243493680184,920.4654911265429,908.2908359953475,916.77001953125,11723312
2021-04-05,918.1756272004715,918.1982951252521,889.677488179083,903.5071411132812,14875099
2021-04-06,908.6763154469585,909.107066008566,892.8061886370579,899.7437133789062,14009194
2021-04-07,906.8625944881165,928.1285275370888,903.8246126194147,908.1548461914062,24266353
2021-04-08,911.850225266319,916.8379481306634,903.6884533297169,909.288330078125,15369188
2021-04-09,906.1597285641935,909.7418004729616,897.7938848658578,898.7234497070312,14037885
2021-04-12,888.271878488836,889.3601188333347,861.632807894605,866.5751953125,20901482
2021-04-13,872.4017415275625,879.9287521472845,869.6131669055775,875.9385375976562,19411189
2021-04-15,873.4446120904353,889.1786704861084,867.4139846330557,881.6063842773438,19723716
2021-04-16,878.1149969863354,884.1456245317884,873.5126286216039,876.0745239257812,15656948
2021-04-19,863.3330655330114,868.9556101628922,856.9850274045621,862.2901611328125,18478808
2021-04-20,866.28045535031,870.1346024372397,857.189177823117,862.0408935546875,17203668
2021-04-22,858.0052836359382,868.0714611843059,850.9544197704057,864.4213256835938,14490954
2021-04-23,864.2399827290652,870.0892067348701,859.4109352555885,863.4918212890625,11828857
2021-04-26,870.5879935892407,889.6321078230069,866.7337869207527,878.6817016601562,20846778
